Agent_1,Agent_2,Mean_1,Mean_2,Mean_Diff,P_Value_Raw,Cohens_D,P_Value_Bonferroni,Significant_Bonferroni,Significant_Raw
Adaptive_TS,ECIA_NoEmotion,0.5539735117596646,0.8146158726107005,-0.26064236085103587,5.214970645359981e-21,-79.17330186271649,4.745623287277583e-19,True,True
Adaptive_TS,ECIA_NoMemory,0.5539735117596646,0.7724730130359895,-0.2184995012763249,3.4648256646731646e-20,-66.8475088932717,3.1529913548525798e-18,True,True
Adaptive_TS,ECIA_NoDopamine,0.5539735117596646,0.8423763607895465,-0.2884028490298819,2.363235071222495e-29,-224.11800205204716,2.1505439148124704e-27,True,True
Adaptive_TS,ECIA_NoDop_NoMem,0.5539735117596646,0.7680320491148218,-0.21405853735515723,2.362490735289154e-27,-162.16780171472405,2.14986656911313e-25,True,True
Adaptive_TS,ECIA_NoDop_NoEmo,0.5539735117596646,0.8360847801574706,-0.282111268397806,1.928677437121819e-28,-206.35138929102067,1.7550964677808553e-26,True,True
Adaptive_TS,ECIA_NoMem_NoEmo,0.5539735117596646,0.7607936315796744,-0.2068201198200098,2.1373556838508018e-20,-68.71239143129526,1.9449936723042297e-18,True,True
Adaptive_TS,ECIA_NoAll,0.5539735117596646,0.7502789612569961,-0.19630544949733153,5.165753185423061e-31,-193.88835877301906,4.7008353987349854e-29,True,True
Naive_EpsilonGreedy,Naive_UCB,0.5657937720975029,0.8521813810017442,-0.2863876089042413,3.6749070955639157e-22,-87.93706302259098,3.344165456963163e-20,True,True
Naive_EpsilonGreedy,Naive_TS,0.5657937720975029,0.479939679121919,0.08585409297558394,4.8535421731596144e-17,25.762917520741297,4.416723377575249e-15,True,True
Naive_EpsilonGreedy,ECIA_Full,0.5657937720975029,0.8014476867542152,-0.23565391465671226,2.8428491165892414e-32,-57.46468736664051,2.5869926960962095e-30,True,True
Naive_EpsilonGreedy,ECIA_NoEmotion,0.5657937720975029,0.8146158726107005,-0.24882210051319753,4.854210363780155e-33,-54.306017438080865,4.417331431039941e-31,True,True
Naive_EpsilonGreedy,ECIA_NoMemory,0.5657937720975029,0.7724730130359895,-0.20667924093848655,2.5987398273247975e-31,-45.27424293814455,2.3648532428655657e-29,True,True
Naive_EpsilonGreedy,ECIA_NoDopamine,0.5657937720975029,0.8423763607895465,-0.27658258869204355,1.596986602073387e-25,-80.47634358586083,1.453257807886782e-23,True,True
