Agent_1,Agent_2,Mean_1,Mean_2,Mean_Diff,P_Value_Raw,Cohens_D,P_Value_Bonferroni,Significant_Bonferroni,Significant_Raw
Naive_EpsilonGreedy,ECIA_NoDop_NoEmo,0.550913781867865,0.8077071152011985,-0.25679333333333354,9.636631648908666e-26,-70.90094838043328,8.769334800506886e-24,True,True
Naive_EpsilonGreedy,ECIA_NoMem_NoEmo,0.550913781867865,0.815487531867865,-0.26457375000000005,8.796260246027145e-22,-77.97155398934842,8.004596823884701e-20,True,True
Naive_EpsilonGreedy,ECIA_NoAll,0.550913781867865,0.801022809645643,-0.250109027777778,3.894790679576436e-21,-74.12768901538875,3.5442595184145564e-19,True,True
Naive_UCB,Naive_TS,0.7685022540900871,0.575376281867865,0.19312597222222205,1.1543768877100047e-23,47.918368374364476,1.0504829678161042e-21,True,True
Naive_UCB,ECIA_Full,0.7685022540900871,0.8193860040900874,-0.05088375000000034,4.753266601042511e-18,-29.59809626311528,4.325472606948685e-16,True,True
Naive_UCB,ECIA_NoEmotion,0.7685022540900871,0.819791281867865,-0.051289027777777885,2.238351121601445e-18,-29.648005225589415,2.0368995206573148e-16,True,True
Naive_UCB,ECIA_NoMemory,0.7685022540900871,0.8162303096456428,-0.047728055555555704,1.205150817834613e-19,-26.513245052784626,1.0966872442294979e-17,True,True
Naive_UCB,ECIA_NoDopamine,0.7685022540900871,0.8114757263123095,-0.042973472222222364,1.5933772855617327e-21,-22.073267761716853,1.4499733298611767e-19,True,True
Naive_UCB,ECIA_NoDop_NoMem,0.7685022540900871,0.8037007263123095,-0.03519847222222239,1.7748388583252423e-15,-20.74855201007078,1.6151033610759704e-13,True,True
Naive_UCB,ECIA_NoDop_NoEmo,0.7685022540900871,0.8077071152011985,-0.03920486111111143,3.25167050709513e-22,-18.018047101531298,2.959020161456568e-20,True,True
Naive_UCB,ECIA_NoMem_NoEmo,0.7685022540900871,0.815487531867865,-0.046985277777777945,7.829557298990719e-19,-26.556009535056308,7.124897142081554e-17,True,True
Naive_UCB,ECIA_NoAll,0.7685022540900871,0.801022809645643,-0.032520555555555886,8.19441268488044e-16,-18.77387908794659,7.4569155432412e-14,True,True
Naive_TS,ECIA_Full,0.575376281867865,0.8193860040900874,-0.2440097222222224,2.818866485889981e-20,-65.74584533787261,2.5651685021598827e-18,True,True
Naive_TS,ECIA_NoEmotion,0.575376281867865,0.819791281867865,-0.24441499999999994,2.292855438096164e-20,-65.7663783416591,2.0864984486675093e-18,True,True
Naive_TS,ECIA_NoMemory,0.575376281867865,0.8162303096456428,-0.24085402777777776,7.880330132344417e-21,-64.23429333816087,7.171100420433419e-19,True,True
Naive_TS,ECIA_NoDopamine,0.575376281867865,0.8114757263123095,-0.23609944444444442,7.016199585048537e-22,-61.770363916607174,6.384741622394169e-20,True,True
Naive_TS,ECIA_NoDop_NoMem,0.575376281867865,0.8037007263123095,-0.22832444444444444,8.824471931726938e-20,-61.69368604662958,8.030269457871513e-18,True,True
Naive_TS,ECIA_NoDop_NoEmo,0.575376281867865,0.8077071152011985,-0.2323308333333335,1.2080938750638488e-23,-58.91059934253497,1.0993654263081025e-21,True,True
